,,,,dr,cr,net,holding,p&l,,
18-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,14-11-2024,20068247.97,0,-20068247.97,19929592,-138655.97,,
19-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,18-11-2024,,0,-20068247.97,19887263,-180984.97,,
21-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,19-11-2024,,0,-20068247.97,19979067,-89180.97,,
22-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,21-11-2024,,0,-20068247.97,19967609,-100638.97,,
25-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,22-11-2024,,0,-20068247.97,20301562,233314.03,,
26-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,25-11-2024,,0,-20068247.97,20693123,624875.03,,
27-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,26-11-2024,,0,-20068247.97,20578829,510581.03,,
28-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,27-11-2024,,0,-20068247.97,20685180,616932.03,,
29-11-2024,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,28-11-2024,,0,-20068247.97,20529503,461255.03,,
2024-02-12 00:00:00,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,29-11-2024,,0,-20068247.97,20710214,641966.03,,
2024-03-12 00:00:00,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,2024-02-12 00:00:00,,0,-20068247.97,21040888,972640.03,,
2024-04-12 00:00:00,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,2024-03-12 00:00:00,,0,-20068247.97,21196013,1127765.03,,
2024-05-12 00:00:00,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,2024-04-12 00:00:00,,0,-20068247.97,21236088,1167840.03,,
2024-06-12 00:00:00,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,2024-05-12 00:00:00,,0,-20068247.97,21236088,1167840.03,,
2024-09-12 00:00:00,Settlement Posting-NG4217,DLV1-1811-NG4217/HPC39_7,2024-06-12 00:00:00,,0,-20068247.97,21619032,1550784.03,,
2024-12-10 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-09 00:00:00,,0,-20068247.97,21590420,1522172.03,,
2024-12-11 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-10 00:00:00,,0,-20068247.97,21589440,1521192.03,,
2024-12-12 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-11 00:00:00,,0,-20068247.97,21722500,1654252.03,,
2024-12-13 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-12 00:00:00,,0,-20068247.97,21612737,1544489.03,,
2024-12-16 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-13 00:00:00,,0,-20068247.97,21616955,1548707.03,,
2024-12-17 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-16 00:00:00,,0,-20068247.97,21769226,1700978.03,,
2024-12-18 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-17 00:00:00,,0,-20068247.97,21587112,1518864.03,,
2024-12-19 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-18 00:00:00,,0,-20068247.97,21509952,1441704.03,,
2024-12-20 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-19 00:00:00,,0,-20068247.97,21434987,1366739.03,,
2024-12-23 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-20 00:00:00,,0,-20068247.97,20781112,712864.03,,
2024-12-24 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-23 00:00:00,,0,-20068247.97,20868048,799800.03,,
2024-12-26 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-24 00:00:00,,0,-20068247.97,20791374,723126.03,,
2024-12-27 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-26 00:00:00,,0,-20068247.97,20926756,858508.03,,
2024-12-30 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-27 00:00:00,,0,-20068247.97,20957145,888897.03,,
2024-12-31 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-30 00:00:00,,0,-20068247.97,20925222,856974.03,,
2025-01-01 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2024-12-31 00:00:00,,0,-20068247.97,21049316,981068.03,,
2025-01-02 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-01 00:00:00,,0,-20068247.97,21085781,1017533.03,,
2025-01-03 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-02 00:00:00,,0,-20068247.97,21401709,1333461.03,,
2025-01-06 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-03 00:00:00,,0,-20068247.97,21223091,1154843.03,,
2025-01-07 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-06 00:00:00,,0,-20068247.97,20612897,544649.03,,
2025-01-08 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-07 00:00:00,,0,-20068247.97,20753023,684775.03,,
2025-01-09 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-08 00:00:00,,0,-20068247.97,20346572,278324.03,,
2025-01-10 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-09 00:00:00,,0,-20068247.97,20138703,70455.03,,
2025-01-13 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-10 00:00:00,,0,-20068247.97,19796424,-271823.97,,
2025-01-14 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-13 00:00:00,,0,-20068247.97,18997324,-1070923.97,,
2025-01-15 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-14 00:00:00,,0,-20068247.97,19309575,-758672.97,,
2025-01-16 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-15 00:00:00,,0,-20068247.97,19340730,-727517.97,,
2025-01-17 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-16 00:00:00,,0,-20068247.97,19345472,-722775.97,,
2025-01-20 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-17 00:00:00,,0,-20068247.97,19466386,-601861.97,,
2025-01-21 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-20 00:00:00,,0,-20068247.97,19546701,-521546.97,,
2025-01-22 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-21 00:00:00,,0,-20068247.97,18832632,-1235615.97,,
2025-01-23 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-22 00:00:00,,0,-20068247.97,18645379,-1422868.97,,
2025-01-24 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-23 00:00:00,,0,-20068247.97,19012265,-1055982.97,,
2025-01-27 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-24 00:00:00,,0,-20068247.97,18669521,-1398726.97,,
2025-01-28 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-27 00:00:00,,0,-20068247.97,18183148,-1885099.97,,
2025-01-29 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-28 00:00:00,,0,-20068247.97,17962437,-2105810.97,,
2025-01-30 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-29 00:00:00,,0,-20068247.97,18362801,-1705446.97,,
2025-01-31 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-30 00:00:00,,0,-20068247.97,18199545,-1868702.97,,
2025-02-01 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-01-31 00:00:00,,0,-20068247.97,18537984,-1530263.97,,
2025-02-03 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-01 00:00:00,,0,-20068247.97,18449602,-1618645.97,,
2025-02-04 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-03 00:00:00,,0,-20068247.97,18170004,-1898243.97,,
2025-02-05 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-04 00:00:00,,0,-20068247.97,18523999,-1544248.97,,
2025-02-06 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-05 00:00:00,,0,-20068247.97,18782863,-1285384.97,,
2025-02-07 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-06 00:00:00,,0,-20068247.97,18540811,-1527436.97,,
2025-02-10 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-07 00:00:00,,0,-20068247.97,18754639,-1313608.97,,
2025-02-11 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-10 00:00:00,,0,-20068247.97,18308548,-1759699.97,,
2025-02-12 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-11 00:00:00,,0,-20068247.97,17825146,-2243101.97,,
2025-02-13 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-12 00:00:00,,0,-20068247.97,17724606,-2343641.97,,
2025-02-14 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-13 00:00:00,,0,-20068247.97,17726377,-2341870.97,,
2025-02-17 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-14 00:00:00,,0,-20068247.97,17188394,-2879853.97,,
2025-02-18 00:00:00,Settlement Posting-NG4211,DLV2-0711-NG4211/HPC39_6,2025-02-17 00:00:00,,0,-20068247.97,17222319,-2845928.97,,
2025-02-20 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-02-18 00:00:00,708760.19,0,-20777008.16,17721600,-3055408.16,,
2025-02-20 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-02-19 00:00:00,,0,-20777008.16,18181092,-2595916.16,,
2025-02-21 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-02-20 00:00:00,,0,-20777008.16,18419000,-2358008.16,,
2025-02-24 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-02-21 00:00:00,,0,-20777008.16,18322508,-2454500.16,,
2025-02-25 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-02-24 00:00:00,,0,-20777008.16,18108057,-2668951.16,,
2025-02-27 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-02-25 00:00:00,,0,-20777008.16,17986699,-2790309.16,,
2025-02-28 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-02-27 00:00:00,,0,-20777008.16,17563122,-3213886.16,,
2025-03-03 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-02-28 00:00:00,,0,-20777008.16,16987294,-3789714.16,,
2025-03-04 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-03 00:00:00,,0,-20777008.16,16744867,-4032141.16,,
2025-03-05 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-04 00:00:00,,0,-20777008.16,17162033,-3614975.16,,
2025-03-06 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-05 00:00:00,,0,-20777008.16,17551333,-3225675.16,,
2025-03-07 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-06 00:00:00,,0,-20777008.16,17938499,-2838509.16,,
2025-03-10 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-07 00:00:00,,0,-20777008.16,18170151,-2606857.16,,
2025-03-11 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-10 00:00:00,,0,-20777008.16,17880238,-2896770.16,,
2025-03-12 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-11 00:00:00,,0,-20777008.16,17765985,-3011023.16,,
2025-03-13 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-12 00:00:00,,0,-20777008.16,17706787,-3070221.16,,
2025-03-17 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-13 00:00:00,,0,-20777008.16,17693947,-3083061.16,,
2025-03-18 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-17 00:00:00,,0,-20777008.16,17852758,-2924250.16,,
2025-03-19 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-18 00:00:00,,0,-20777008.16,18337563,-2439445.16,,
2025-03-20 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-19 00:00:00,,0,-20777008.16,19045078,-1731930.16,,
2025-03-21 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-20 00:00:00,,0,-20777008.16,19206735,-1570273.16,,
2025-03-24 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-21 00:00:00,,0,-20777008.16,19601503,-1175505.16,,
2025-03-25 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-24 00:00:00,,0,-20777008.16,19788351,-988657.16,,
2025-03-26 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-25 00:00:00,,0,-20777008.16,19632091,-1144917.16,,
2025-03-27 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-26 00:00:00,,0,-20777008.16,19355347,-1421661.16,,
2025-03-28 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-27 00:00:00,,0,-20777008.16,19844339,-932669.16,,
2025-04-02 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-03-28 00:00:00,,0,-20777008.16,19824023,-952985.16,,
2025-04-02 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-01 00:00:00,,0,-20777008.16,19571069,-1205939.16,,
2025-04-03 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-02 00:00:00,,0,-20777008.16,19944149,-832859.16,,
2025-04-04 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-03 00:00:00,,0,-20777008.16,20045236,-731772.16,,
2025-04-07 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-04 00:00:00,,0,-20777008.16,19265471,-1511537.16,,
2025-04-08 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-07 00:00:00,,0,-20777008.16,18207273,-2569735.16,,
2025-04-09 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-08 00:00:00,,0,-20777008.16,18730357,-2046651.16,,
2025-04-11 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-09 00:00:00,,0,-20777008.16,18558121,-2218887.16,,
2025-04-15 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-11 00:00:00,,0,-20777008.16,19252302,-1524706.16,,
2025-04-16 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-15 00:00:00,,0,-20777008.16,20105062,-671946.16,,
2025-04-17 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-16 00:00:00,,0,-20777008.16,20422220,-354788.16,,
2025-04-21 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-17 00:00:00,,0,-20777008.16,20501920,-275088.16,,
2025-04-22 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-21 00:00:00,,0,-20777008.16,20834449,57440.84,,
2025-04-23 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-22 00:00:00,,0,-20777008.16,21002123,225114.84,,
2025-04-24 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-23 00:00:00,,0,-20777008.16,21145427,368418.84,,
2025-04-25 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-24 00:00:00,,0,-20777008.16,21187468,410459.84,,
2025-04-28 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-25 00:00:00,,0,-20777008.16,20603740,-173268.16,,
2025-04-29 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-28 00:00:00,,0,-20777008.16,21010125,233116.84,,
2025-04-30 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-29 00:00:00,,0,-20777008.16,21379385,602376.84,,
2025-05-02 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-04-30 00:00:00,,0,-20777008.16,21075625,298616.84,,
2025-05-05 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-05-02 00:00:00,,0,-20777008.16,21014729,237720.84,,
2025-05-06 00:00:00,Settlement Posting-NU4231,DLV1-0912-NU4231/HPC39_5,2025-05-05 00:00:00,,0,-20777008.16,21446094,669085.84,,
2025-05-07 00:00:00,Settlement Posting-NG5084,DLV2-0705-NG5084/HPC39_7,2025-05-06 00:00:00,0,1526394.47,-19250613.69,21071399,1820785.31,,
2025-05-07 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-06 00:00:00,1820096.74,0,-21070710.43,21071399,688.57,,
2025-05-08 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-07 00:00:00,,0,-21070710.43,21280568,209857.57,,
2025-05-09 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-08 00:00:00,,0,-21070710.43,20933920,-136790.43,,
2025-05-12 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-09 00:00:00,,0,-21070710.43,20832738,-237972.43,,
2025-05-13 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-12 00:00:00,,0,-21070710.43,21751430,680719.57,,
2025-05-14 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-13 00:00:00,,0,-21070710.43,21997835,927124.57,,
2025-05-15 00:00:00,Settlement Posting-NG5090,DLV2-1505-NG5090/HPC39_7,2025-05-14 00:00:00,0,80811.23,-20989899.2,22202841,1212941.8,,
2025-05-16 00:00:00,Settlement Posting-NG5091,DLV2-1605-NG5091/HPC39_7,2025-05-15 00:00:00,79151.36,0,-21069050.56,22327872,1258821.44,,
2025-05-19 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-16 00:00:00,,0,-21069050.56,22570437,1501386.44,,
2025-05-20 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-19 00:00:00,,0,-21069050.56,22590421,1521370.44,,
2025-05-21 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-20 00:00:00,,0,-21069050.56,22358409,1289358.44,,
2025-05-22 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-21 00:00:00,,0,-21069050.56,22364925,1295874.44,,
2025-05-23 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-22 00:00:00,,0,-21069050.56,22447123,1378072.44,,
2025-05-26 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-23 00:00:00,,0,-21069050.56,21573755,504704.44,,
2025-05-27 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-26 00:00:00,,0,-21069050.56,21555647,486596.44,,
2025-05-28 00:00:00,Settlement Posting-NG5099,DLV4-2805-NG5099/HPC39_7,2025-05-27 00:00:00,0.36,0,-21069050.92,21609586,540535.08,,
2025-05-29 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-28 00:00:00,0,0,-21069050.92,22700344,1631293.08,,
2025-05-30 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-29 00:00:00,0,0,-21069050.92,22910763,1841712.08,,
2025-06-02 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-05-30 00:00:00,0,0,-21069050.92,23046264,1977213.08,,
2025-06-03 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-02 00:00:00,0,0,-21069050.92,22959617,1890566.08,,
2025-06-04 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-03 00:00:00,0,0,-21069050.92,23193873,2124822.08,,
2025-06-05 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-04 00:00:00,0,0,-21069050.92,23460060,2391009.08,,
2025-06-06 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-05 00:00:00,0,0,-21069050.92,23562614,2493563.08,,
2025-06-09 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-06 00:00:00,0,0,-21069050.92,23471888,2402837.08,,
2025-06-10 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-09 00:00:00,0,0,-21069050.92,23495440,2426389.08,,
2025-06-11 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-10 00:00:00,0,0,-21069050.92,23433856,2364805.08,,
2025-06-12 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-11 00:00:00,0,0,-21069050.92,23621775,2552724.08,,
2025-06-13 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-12 00:00:00,0,0,-21069050.92,23141028,2071977.08,,
2025-06-16 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-13 00:00:00,0,0,-21069050.92,23092384,2023333.08,,
2025-06-17 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-16 00:00:00,0,0,-21069050.92,23108191,2039140.08,,
2025-06-18 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-17 00:00:00,0,0,-21069050.92,23077396,2008345.08,,
2025-06-19 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-18 00:00:00,0,0,-21069050.92,23011944,1942893.08,,
2025-06-20 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-19 00:00:00,0,0,-21069050.92,22623485,1554434.08,,
2025-06-23 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-20 00:00:00,0,0,-21069050.92,22975772,1906721.08,,
2025-06-24 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-23 00:00:00,0,0,-21069050.92,23288560,2219509.08,,
2025-06-25 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-24 00:00:00,0,0,-21069050.92,23329664,2260613.08,,
2025-06-26 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-25 00:00:00,0,0,-21069050.92,23253711,2184660.08,,
2025-06-27 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-26 00:00:00,0,0,-21069050.92,23163247,2094196.08,,
2025-06-30 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-27 00:00:00,0,0,-21069050.92,23618373,2549322.08,,
2025-07-01 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-06-30 00:00:00,0,0,-21069050.92,23940934,2871883.08,,
2025-07-02 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-01 00:00:00,0,0,-21069050.92,23584031,2514980.08,,
2025-07-03 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-02 00:00:00,0,0,-21069050.92,23753711,2684660.08,,
2025-07-04 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-03 00:00:00,0,0,-21069050.92,23815857,2746806.08,,
2025-07-07 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-04 00:00:00,0,0,-21069050.92,23682849,2613798.08,,
2025-07-08 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-07 00:00:00,0,0,-21069050.92,23364679,2295628.08,,
2025-07-09 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-08 00:00:00,0,0,-21069050.92,22946713,1877662.08,,
2025-07-10 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-09 00:00:00,0,0,-21069050.92,23403914,2334863.08,,
2025-07-11 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-10 00:00:00,0,0,-21069050.92,23233625,2164574.08,,
2025-07-14 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-11 00:00:00,0,0,-21069050.92,23063824,1994773.08,,
2025-07-15 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-14 00:00:00,0,0,-21069050.92,23395846,2326795.08,,
2025-07-16 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-15 00:00:00,0,0,-21069050.92,23617090,2548039.08,,
2025-07-17 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-16 00:00:00,0,0,-21069050.92,23649798,2580747.08,,
2025-07-18 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-17 00:00:00,0,0,-21069050.92,23645121,2576070.08,,
2025-07-21 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-18 00:00:00,0,0,-21069050.92,23391154,2322103.08,,
2025-07-22 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-21 00:00:00,0,0,-21069050.92,23465880,2396829.08,,
2025-07-23 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-22 00:00:00,0,0,-21069050.92,23491929,2422878.08,,
2025-07-24 00:00:00,Settlement Posting-NU5084,DLV1-0705-NU5084/HPC39_7,2025-07-23 00:00:00,0,0,-21069050.92,23539747,2470696.08,,
